"","year","bsan.sum_catch","bocc.sum_catch","chal.sum_catch","kbas.sum_catch","pbar.sum_catch","wcro.sum_catch","bsan.sum_harv","bocc.sum_harv","chal.sum_harv","kbas.sum_harv","pbar.sum_harv","wcro.sum_harv","bsan.sum_dead","bocc.sum_dead","chal.sum_dead","kbas.sum_dead","pbar.sum_dead","wcro.sum_dead"
"1",1980,-0.15469442999781,4.50594123176617,0.494365347566469,0.855482317788135,-0.753390414944211,4.69341661627542,-0.590735590133898,3.32062206856433,-0.199254662408737,0.678657743186923,-0.739634568760505,4.48805295029651,-0.0548514207738607,4.50460734883085,0.564075630846728,0.915474781895529,-0.64667770689761,4.65688522996816
"2",1981,-0.55823140680478,1.64983810782721,0.191202756320261,0.414214304475262,-0.45365177200131,1.4171679436076,-0.766619150919093,0.0409163895421059,-0.0976375684565483,0.105700427264578,-0.550941645865695,0.593233776881553,-0.431083186150209,1.65061110693906,0.286986276251895,0.566751367961751,-0.363423318179818,1.42018349677922
"3",1982,0.915532853406683,1.78334233323512,0.847349133929171,1.27533179964728,1.67178596726611,1.26875245239138,0.34648693719604,-0.35209755583946,-0.0803574027481854,0.086830922956584,-0.0186156183923267,0.864493502239599,0.942959246727405,1.78401684932884,0.886701351730108,1.24727164963821,1.64512506811753,1.2735594991385
"4",1983,-0.0473528143574503,-0.165376008496367,-0.373254511245197,1.58032051732243,0.509846851247349,0.617481116209521,-0.591571526185854,-0.830399092873967,-0.752506914049255,0.131423334302639,-0.559963002056732,0.186423571755737,0.0452269558603581,-0.163263967386567,-0.228925331849692,1.4882968398406,0.547087288257817,0.630149528405243
"5",1984,-0.145620882487162,0.268371098894217,-0.00912458672260996,1.68538007570667,1.56276406977142,0.531124484857362,-0.566646342317329,0.129295747436378,-1.01065603425119,0.132900449798053,0.117804972060719,0.414321437792158,-0.0463918321999241,0.270163174668764,0.1038879132142,1.57132286203304,1.54209887627081,0.544835290599756
"6",1985,0.537523574615528,1.01010079783833,0.906133815328154,1.16160174126084,2.1072955316435,0.372947497210225,-0.0181136869738561,0.283190371943376,-0.656129061461046,-0.472728262395058,-0.690888484719458,0.648856181385011,0.590527855151941,1.0113457165535,0.940430307410126,1.15739354147974,2.05668359866699,0.388567625590311
"7",1986,1.08082222491266,0.928244399791731,1.83804498214908,3.27408026634296,0.971526585727841,0.97041734055316,-0.346669574480217,-0.249105991764064,-0.525369693068116,-0.140760319149855,-0.679926882713076,0.585951052094256,1.09706436128643,0.929549702102319,1.79219325973434,2.8268341102574,0.98337674926861,0.978825530495162
"8",1987,1.39841310385024,-0.150738079306043,2.2971633329596,0.901756410532266,1.36814141349374,0.558033920553315,1.76139480607237,-0.453949186294651,3.68342073264128,1.80215236728601,2.42053557286802,0.155577221167599,1.39316554635148,-0.148636836262308,2.21182553357716,0.952044075638966,1.35817957579853,0.571419907903944
"9",1988,3.00505295332229,2.08036435353484,2.47891561337777,0.734214590657065,0.418893381052573,1.09447037433315,1.54716484922617,1.36303775510503,0.335082062055388,0.703708994397289,-0.324264061034313,0.148872177366662,2.89109258063168,2.08081976326754,2.37794636619767,0.819639836852385,0.461135842862466,1.10138114502856
"10",1989,1.09543306769043,0.0702601920637825,2.30190078270938,0.0028987813654945,0.214414219171734,1.16413495857569,1.02058539179513,-1.0040571056403,1.08236607371837,0.265059888425568,-0.454326535421332,2.72474348518697,1.11068656566386,0.0721984097298628,2.21615554305556,0.241698680942953,0.267902099507202,1.1702048220714
