"","year","bsan.sum_catch","bocc.sum_catch","chal.sum_catch","kbas.sum_catch","pbar.sum_catch","wcro.sum_catch","bsan.sum_harv","bocc.sum_harv","chal.sum_harv","kbas.sum_harv","pbar.sum_harv","wcro.sum_harv","bsan.sum_dead","bocc.sum_dead","chal.sum_dead","kbas.sum_dead","pbar.sum_dead","wcro.sum_dead"
"11",1993,0.36294799469146,-0.372543959332963,-0.438385699450712,1.19879036517502,1.12701936237384,0.152454325385548,-0.252319658501877,-0.930898219190184,-0.690317156508024,0.560662755063504,0.447700022087725,-0.214867972169965,0.427764880749598,-0.37027909515711,-0.288454968503325,1.18678280945204,1.13031813449162,0.17073598254225
"12",1994,0.417114208698049,-0.241949327551367,0.0016172217320469,0.758577274436141,2.28418059989021,-0.11824978078981,-0.4277776684585,-0.618254490075096,-0.631414803601432,-0.471114762717727,-0.305007667669617,-0.4138247029125,0.478265953738505,-0.239780800052873,0.113705881716339,0.838893075255605,2.22384079731045,-0.0967005087560957
"13",1995,0.433592902915104,-0.594599084350541,0.177688776002827,0.483660223246871,1.47150736260042,0.117225863374684,0.242198454243211,-1.02392977456887,-0.423194966391095,-0.015447272256546,2.32100195442893,0.0559116642156543,0.493629621934259,-0.592170415180233,0.274634554132183,0.621632794095469,1.45586087054578,0.135932756218378
"14",1996,0.291849726151388,-0.521312543621973,0.0378961409525003,0.0862374924809996,-0.186093287603836,0.320979447041695,-0.744393476232771,-1.00141550296879,-0.980561902232141,-1.29517286754118,-0.701999639541063,-0.309707980716144,0.361477455741632,-0.51893793625905,0.146864663843351,0.307559244084278,-0.110579326493691,0.337226871314183
"15",1997,0.184506090586823,-0.528156813828891,-0.163203025468317,0.26214595769647,0.343717712643558,-0.30084677705445,-0.959072931379358,-0.961670508867529,-1.01389236960247,-1.73076615853225,-0.688634164128114,-0.66842988970771,0.261397195860789,-0.525777157604145,-0.0369391425697197,0.446575439863454,0.390094492329283,-0.277093413365378
"16",1998,-0.152708700284664,-0.584743352013388,-0.465048628084733,-0.26947067394808,1.07373922478277,-0.398767968890593,-0.972772309853754,-1.03586373918885,-1.01164428991599,-1.86183514167511,-0.875097458090239,-0.665344412985013,-0.0530000548805819,-0.582321953191741,-0.312824775003657,0.0264517030458972,1.07996816074121,-0.373832618168745
"17",1999,0.0157011820158776,-0.47199603997253,0.395104504425167,-0.768457201740768,0.569522829681418,-0.313613704931245,-0.792664624295032,-0.98351086599611,-0.950965199566312,-1.5323758423294,0.241562016482832,-0.601187725225528,0.104014422023388,-0.469657812268065,0.473351630733451,-0.36788525369937,0.603481360862257,-0.289706234220846
"18",2000,1.63212478661288,-0.435814083245861,1.0481486011873,0.66550801356383,0.488539836690326,-0.238179777845322,0.033358727848324,-0.919173651896223,-0.738800850631613,-0.687636903633318,0.0974842401213915,-0.494594143050692,1.61106319650146,-0.433502546144553,1.07023123434796,0.765342694524352,0.526952062033748,-0.215182854912937
"19",2001,1.02817962477349,-0.446906782623968,0.975403140380436,0.3281685182308,0.105869565723256,-0.242824630920679,-0.0352963981383256,-0.92102305649224,-0.517838342687498,-0.0354988658731582,-0.141095842962942,-0.600881259947261,1.04798380727853,-0.444587062691663,1.00374218402741,0.498751468969503,0.165326905467272,-0.219771640900044
"20",2002,2.05579034594579,-0.459449909208821,1.22181926793828,-0.0372145218438813,0.526310219115705,-0.284707920572478,0.263885187881554,-1.00752644148966,0.121104947135325,-0.704195591869251,-0.178735793110119,-0.608870968995194,2.00606154975825,-0.457120936498493,1.22896550550017,0.209998109822208,0.562645246204119,-0.261149365777455
"21",2003,1.23742331002069,-0.61463654017883,0.302582855953693,0.245065981498391,-0.0758944018041047,-0.280877937655709,0.0140828639578677,-1.01480086386888,-0.725722967252307,-0.533285004242061,-0.179781155707733,-0.528999704434553,1.24306907980379,-0.612193089834971,0.388787226676784,0.433077548717923,-0.00644087531463829,-0.257365613814972
"22",2005,0.0627524571934502,-0.131040291368313,-0.442827036263121,-0.467326204830255,-0.570924538980045,-0.451821911417495,4.26101382411512,1.47733755819812,1.63646569602984,2.98667954912535,2.20100939365928,0.274071702332277,-0.401309908411973,-0.13373765451316,-0.811719508655458,-0.801641940544226,-0.751271572189324,-0.559628100885505
"23",2006,-0.544664176403288,-0.521867084204579,-0.272019408906559,-0.828609253546982,-0.820710403340238,-0.563691821918458,1.00960101608995,-0.450441303291769,2.25994186126255,1.91359882626554,0.534483150397097,-0.240199209352268,-0.761699596034344,-0.523659815790107,-0.797964924446211,-0.852862240596687,-0.853988844671598,-0.623359126948614
"24",2007,-0.687657939262638,-0.444998249506351,-0.674918100026438,-0.689131725274329,-0.451968728047655,-0.396583053691236,0.441102167910882,-0.0025507349332657,1.03050287549858,2.12619469031439,3.28730785998457,1.18256615856646,-0.824712548989208,-0.44535889974303,-0.832014286965569,-0.842718547973814,-0.684316961655143,-0.446334431984624
"25",2008,-0.685811898127812,-0.53807359917204,-0.586071253986056,-0.966515609939144,-0.789766647661285,-0.603741037593328,0.578512789627503,-0.468237777777124,0.777070624163877,0.697786051379947,0.327764392768862,-0.311758780346279,-0.809413795698183,-0.53668620239795,-0.834213107615319,-0.910879877054273,-0.866730070344067,-0.632265636198975
"26",2009,-0.748730394636744,-0.526754306919951,-0.738720721345165,-0.937573358552101,-0.753385338595995,-0.527037387452974,0.465041653136439,-0.360738351341148,0.406020259972852,0.729748657677245,0.237155388891746,0.205648942824222,-0.822024315013659,-0.525412285206986,-0.841449285202028,-0.909497391756203,-0.87228186876639,-0.567479575975459
"27",2010,-0.71630669187504,-0.500693108427985,-0.668561599213547,-1.14513654575429,-0.780278792085281,-0.589358672806083,0.754432981107185,-0.213949359250133,1.4304871365511,-0.316319886836909,1.05590998082609,-0.255750881730816,-0.789849955386378,-0.499652930427154,-0.824767247554061,-0.959438144159047,-0.821850411786256,-0.622751198551931
"28",2011,-0.743473465885998,-0.26197071985243,-0.956922430435832,-1.12724616748864,-0.90168159378232,-0.655503405937729,0.925545813173659,0.850892958958478,-0.0146199519103215,0.405679568461004,0.149491417521501,-0.512304169440916,-0.77101635465917,-0.261560767677406,-0.854785394691961,-0.924978867116967,-0.877718024388442,-0.656721570084536
"29",2012,-0.862628933429646,-0.162748162556588,-0.788485049777517,-1.11483217170782,-0.919158919835918,-0.61207874519146,0.212061441818429,1.54565049173615,0.826421965291655,0.397713929347109,0.239701433479525,-0.300705076010139,-0.849769423564355,-0.164036320861585,-0.835098552881279,-0.925327902589289,-0.872157879849912,-0.630451140519688
"30",2013,-0.924838236058309,-0.207035713665464,-0.639129433619197,-0.960167826886903,-0.976904039368217,-0.626499079427778,-0.502829754238016,1.47868980570947,0.571719174228715,-0.958146681218565,-0.586630422703826,-0.481929889837293,-0.929338860886726,-0.216798884084866,-0.838678384663436,-0.990089655016229,-0.923089303687692,-0.653303882845113
"31",2014,-0.973746218473536,-0.317740261651662,-0.869404795394569,-0.699763647960935,-0.961987492282666,-0.642210623723878,-0.670318657410499,0.819867303127696,-0.506354473432681,-0.605035522322852,-0.734313046816666,-0.458942204877958,-0.947776534976393,-0.320870462934543,-0.859542153289826,-0.971927899768526,-0.932191804415314,-0.648437792805223
"32",2015,-0.968046424901354,-0.339735133544104,-0.863998809995537,-0.771699586360313,-0.914138690822308,-0.661838863705159,-0.452144837568642,0.690036190019248,-0.723329474059019,-0.451881601094089,-0.540912941935264,-0.602273511530742,-0.92351664966939,-0.340089455885362,-0.867644853693842,-0.965287471279566,-0.918913279810058,-0.666348994468975
"33",2016,-0.992307866426686,-0.464202344345979,-0.915692701064195,-0.393545901262183,-0.9048499994003,-0.675500472081217,-0.87111054472347,0.0343461137858483,-0.420010425597356,0.272491663034139,-0.736563990842396,-0.568466256133969,-0.970155595269559,-0.463141564142785,-0.862104485436668,-0.930772713831029,-0.932146493131223,-0.663917959602396
"34",2017,-0.936640960083731,-0.395338688577023,-0.864567856509127,-0.610489390576248,-0.90418224976839,-0.671997098145697,-0.694979531869907,0.431163030713144,-0.240461853949952,-0.190050010087141,-0.8370419943696,-0.578037855457748,-0.95050978486386,-0.393833766118572,-0.858197672281244,-0.95268018015389,-0.938371474025669,-0.665086357092798
"35",2018,-0.957570821098379,-0.315026998795688,-0.968500972933392,-0.68174341568882,-0.900456440807035,-0.689287740222136,-0.626065386102979,0.874152666280894,-0.449717241975224,-0.27792402130477,-0.607044496761677,-0.632521944173272,-0.942973455314871,-0.316306727687861,-0.862656408608888,-0.95715936987417,-0.923550908247291,-0.671783004288223
"36",2019,-0.978271697817071,-0.244057691637461,-0.963415594972636,-0.57792515335477,-0.984878202552976,-0.683090823238039,-0.725661827478608,1.27570629576895,-0.394188697260069,-0.516270700613865,-0.965672450700862,-0.627445317417165,-0.954030162116354,-0.246576782793571,-0.861682371473694,-0.968687669949181,-0.946423567794805,-0.671232881077914
"37",2020,-1.0309532467351,-0.544847592863632,-1.01433667615951,-0.833068496171275,-0.948607337531578,-0.699965260673071,-0.848870246527526,-0.515701149652659,-0.613292603999194,-0.0513081149951539,-0.605523968593771,-0.671866961141165,-0.967580918535017,-0.546468742472516,-0.865568251689567,-0.946679928508485,-0.924223086605769,-0.676784772179692
"38",2021,-0.956549916820281,-0.472716987211838,-0.89426154567161,-1.00667330497191,-0.867706993162681,-0.664340111761368,-0.694115946983201,-0.196784995566291,0.227025109288289,-0.584492836109714,-0.108817782621609,-0.58663899296961,-0.950460230948986,-0.491005931561459,-0.850381893853084,-0.972122846025839,-0.893603342684479,-0.66616202175185
"39",2022,-0.987953285435342,-0.31939305691876,-0.944485835666548,-1.02684447356729,-0.994458448497413,-0.685991732721345,-0.725719234427123,0.90117497193805,-0.0193896108220389,-0.56474345148791,-0.867478180059356,-0.59317401354077,-0.953985690720344,-0.319885268590057,-0.854872062066907,-0.971154734474515,-0.940127007796508,-0.667056988877079
